Green\Pale Yellow,#009900,#ffff99,,,,
Green\Maroon,#009900,#990033,,,,
Green\Red-Orange,#009900,#cc3300,,,,
Green\Light Grey,#009900,#cccccc,,,,
Green\Slate,#009900,#333333,,,,
Orange\Red,#ff9900,#ff0000,,,,
Orange\Blue,#ff9900,#0000ff,,,,
Orange\Green,#ff9900,#009900,,,,
Orange\Yellow,#ff9900,#ffff00,,,,
Orange\Pink,#ff9900,#ffcccc,,,,
Orange\Purple,#ff9900,#990099,,,,
Orange\Violet,#ff9900,#9966ff,,,,
Orange\Turquoise,#ff9900,#00cccc,,,,
Orange\Gold,#ff9900,#ffcc00,,,,
Orange\Lime,#ff9900,#00ff00,,,,
Orange\Aqua,#ff9900,#00ffff,,,,
Orange\Navy,#ff9900,#000099,,,,
Orange\Coral,#ff9900,#ff9966,,,,
Orange\Teal,#ff9900,#009999,,,,
Orange\Brown,#ff9900,#a8813d,,,,
Orange\White,#ff9900,#ffffff,,,,
Orange\Black,#ff9900,#000000,,,,
Orange\Grey,#ff9900,#999999,,,,
Orange\Baby Blue,#ff9900,#ccffff,,,,
Orange\Light Grey,#ff9900,#cccccc,,,,
Orange\Light Green,#ff9900,#99ff99,,,,
Orange\Rose Gold,#ff9900,#ffcc99,,,,
Orange\Forest Green,#ff9900,#336633,,,,
Orange\Beige,#ff9900,#ffffcc,,,,
Orange\Hot Pink,#ff9900,#ff66cc,,,,
Orange\Pale Yellow,#ff9900,#ffff99,,,,
Orange\Maroon,#ff9900,#990033,,,,
Orange\Red-Orange,#ff9900,#cc3300,,,,
Orange\Light Grey,#ff9900,#cccccc,,,,
Orange\Slate,#ff9900,#333333,,,,
Yellow\Red,#ffff00,#ff0000,,,,
Yellow\Blue,#ffff00,#0000ff,,,,
Yellow\Green,#ffff00,#009900,,,,
Yellow\Orange,#ffff00,#ff9900,,,,
Yellow\Pink,#ffff00,#ffcccc,,,,
Yellow\Purple,#ffff00,#990099,,,,
Yellow\Violet,#ffff00,#9966ff,,,,
Yellow\Turquoise,#ffff00,#00cccc,,,,
Yellow\Gold,#ffff00,#ffcc00,,,,
Yellow\Lime,#ffff00,#00ff00,,,,
Yellow\Aqua,#ffff00,#00ffff,,,,
Yellow\Navy,#ffff00,#000099,,,,
Yellow\Coral,#ffff00,#ff9966,,,,
Yellow\Teal,#ffff00,#009999,,,,
Yellow\Brown,#ffff00,#a8813d,,,,
Yellow\White,#ffff00,#ffffff,,,,
Yellow\Black,#ffff00,#000000,,,,
Yellow\Grey,#ffff00,#999999,,,,
Yellow\Baby Blue,#ffff00,#ccffff,,,,
Yellow\Light Grey,#ffff00,#cccccc,,,,
Yellow\Light Green,#ffff00,#99ff99,,,,
Yellow\Rose Gold,#ffff00,#ffcc99,,,,
Yellow\Forest Green,#ffff00,#336633,,,,
Yellow\Beige,#ffff00,#ffffcc,,,,
Yellow\Hot Pink,#ffff00,#ff66cc,,,,
Yellow\Pale Yellow,#ffff00,#ffff99,,,,
Yellow\Maroon,#ffff00,#990033,,,,
Yellow\Red-Orange,#ffff00,#cc3300,,,,
Yellow\Light Grey,#ffff00,#cccccc,,,,
Yellow\Slate,#ffff00,#333333,,,,
Pink\Red,#ffcccc,#ff0000,,,,
Pink\Blue,#ffcccc,#0000ff,,,,
Pink\Green,#ffcccc,#009900,,,,
Pink\Orange,#ffcccc,#ff9900,,,,
Pink\Yellow,#ffcccc,#ffff00,,,,
Pink\Purple,#ffcccc,#990099,,,,
Pink\Violet,#ffcccc,#9966ff,,,,
Pink\Turquoise,#ffcccc,#00cccc,,,,
Pink\Gold,#ffcccc,#ffcc00,,,,
Pink\Lime,#ffcccc,#00ff00,,,,
Pink\Aqua,#ffcccc,#00ffff,,,,
Pink\Navy,#ffcccc,#000099,,,,
Pink\Coral,#ffcccc,#ff9966,,,,
Pink\Teal,#ffcccc,#009999,,,,
Pink\Brown,#ffcccc,#a8813d,,,,
Pink\White,#ffcccc,#ffffff,,,,
Pink\Black,#ffcccc,#000000,,,,
Pink\Grey,#ffcccc,#999999,,,,
Pink\Baby Blue,#ffcccc,#ccffff,,,,
Pink\Light Grey,#ffcccc,#cccccc,,,,
Pink\Light Green,#ffcccc,#99ff99,,,,
Pink\Rose Gold,#ffcccc,#ffcc99,,,,
Pink\Forest Green,#ffcccc,#336633,,,,
Pink\Beige,#ffcccc,#ffffcc,,,,
Pink\Hot Pink,#ffcccc,#ff66cc,,,,
Pink\Pale Yellow,#ffcccc,#ffff99,,,,
Pink\Maroon,#ffcccc,#990033,,,,
Pink\Red-Orange,#ffcccc,#cc3300,,,,
Pink\Light Grey,#ffcccc,#cccccc,,,,
Pink\Slate,#ffcccc,#333333,,,,
Purple\Red,#990099,#ff0000,,,,
Purple\Blue,#990099,#0000ff,,,,
Purple\Green,#990099,#009900,,,,
Purple\Orange,#990099,#ff9900,,,,
Purple\Yellow,#990099,#ffff00,,,,
Purple\Pink,#990099,#ffcccc,,,,
Purple\Violet,#990099,#9966ff,,,,
Purple\Turquoise,#990099,#00cccc,,,,
Purple\Gold,#990099,#ffcc00,,,,
Purple\Lime,#990099,#00ff00,,,,
Purple\Aqua,#990099,#00ffff,,,,
Purple\Navy,#990099,#000099,,,,
Purple\Coral,#990099,#ff9966,,,,
Purple\Teal,#990099,#009999,,,,
Purple\Brown,#990099,#a8813d,,,,
Purple\White,#990099,#ffffff,,,,
Purple\Black,#990099,#000000,,,,
Purple\Grey,#990099,#999999,,,,
Purple\Baby Blue,#990099,#ccffff,,,,
Purple\Light Grey,#990099,#cccccc,,,,
Purple\Light Green,#990099,#99ff99,,,,
Purple\Rose Gold,#990099,#ffcc99,,,,
Purple\Forest Green,#990099,#336633,,,,
Purple\Beige,#990099,#ffffcc,,,,
Purple\Hot Pink,#990099,#ff66cc,,,,
Purple\Pale Yellow,#990099,#ffff99,,,,
Purple\Maroon,#990099,#990033,,,,
Purple\Red-Orange,#990099,#cc3300,,,,
Purple\Light Grey,#990099,#cccccc,,,,
Purple\Slate,#990099,#333333,,,,
Violet\Red,#9966ff,#ff0000,,,,
Violet\Blue,#9966ff,#0000ff,,,,
Violet\Green,#9966ff,#009900,,,,
Violet\Orange,#9966ff,#ff9900,,,,
Violet\Yellow,#9966ff,#ffff00,,,,
Violet\Pink,#9966ff,#ffcccc,,,,
Violet\Purple,#9966ff,#990099,,,,
Violet\Turquoise,#9966ff,#00cccc,,,,
Violet\Gold,#9966ff,#ffcc00,,,,
Violet\Lime,#9966ff,#00ff00,,,,
Violet\Aqua,#9966ff,#00ffff,,,,
Violet\Navy,#9966ff,#000099,,,,
Violet\Coral,#9966ff,#ff9966,,,,
Violet\Teal,#9966ff,#009999,,,,
Violet\Brown,#9966ff,#a8813d,,,,
Violet\White,#9966ff,#ffffff,,,,
Violet\Black,#9966ff,#000000,,,,
Violet\Grey,#9966ff,#999999,,,,
Violet\Baby Blue,#9966ff,#ccffff,,,,
Violet\Light Grey,#9966ff,#cccccc,,,,
Violet\Light Green,#9966ff,#99ff99,,,,
Violet\Rose Gold,#9966ff,#ffcc99,,,,
Violet\Forest Green,#9966ff,#336633,,,,
Violet\Beige,#9966ff,#ffffcc,,,,
Violet\Hot Pink,#9966ff,#ff66cc,,,,
Violet\Pale Yellow,#9966ff,#ffff99,,,,
Violet\Maroon,#9966ff,#990033,,,,
Violet\Red-Orange,#9966ff,#cc3300,,,,
Violet\Light Grey,#9966ff,#cccccc,,,,
Violet\Slate,#9966ff,#333333,,,,
Turquoise\Red,#00cccc,#ff0000,,,,
Turquoise\Blue,#00cccc,#0000ff,,,,
Turquoise\Green,#00cccc,#009900,,,,
Turquoise\Orange,#00cccc,#ff9900,,,,
Turquoise\Yellow,#00cccc,#ffff00,,,,
Turquoise\Pink,#00cccc,#ffcccc,,,,
Turquoise\Purple,#00cccc,#990099,,,,
Turquoise\Violet,#00cccc,#9966ff,,,,
Turquoise\Gold,#00cccc,#ffcc00,,,,
Turquoise\Lime,#00cccc,#00ff00,,,,
Turquoise\Aqua,#00cccc,#00ffff,,,,
Turquoise\Navy,#00cccc,#000099,,,,
Turquoise\Coral,#00cccc,#ff9966,,,,
Turquoise\Teal,#00cccc,#009999,,,,
Turquoise\Brown,#00cccc,#a8813d,,,,
Turquoise\White,#00cccc,#ffffff,,,,
Turquoise\Black,#00cccc,#000000,,,,
Turquoise\Grey,#00cccc,#999999,,,,
Turquoise\Baby Blue,#00cccc,#ccffff,,,,
Turquoise\Light Grey,#00cccc,#cccccc,,,,
Turquoise\Light Green,#00cccc,#99ff99,,,,
Turquoise\Rose Gold,#00cccc,#ffcc99,,,,
Turquoise\Forest Green,#00cccc,#336633,,,,
Turquoise\Beige,#00cccc,#ffffcc,,,,
Turquoise\Hot Pink,#00cccc,#ff66cc,,,,
Turquoise\Pale Yellow,#00cccc,#ffff99,,,,
Turquoise\Maroon,#00cccc,#990033,,,,
Turquoise\Red-Orange,#00cccc,#cc3300,,,,
Turquoise\Light Grey,#00cccc,#cccccc,,,,
Turquoise\Slate,#00cccc,#333333,,,,
Gold\Red,#ffcc00,#ff0000,,,,
Gold\Blue,#ffcc00,#0000ff,,,,
Gold\Green,#ffcc00,#009900,,,,
Gold\Orange,#ffcc00,#ff9900,,,,
Gold\Yellow,#ffcc00,#ffff00,,,,
Gold\Pink,#ffcc00,#ffcccc,,,,
Gold\Purple,#ffcc00,#990099,,,,
Gold\Violet,#ffcc00,#9966ff,,,,
Gold\Turquoise,#ffcc00,#00cccc,,,,
Gold\Lime,#ffcc00,#00ff00,,,,
Gold\Aqua,#ffcc00,#00ffff,,,,
Gold\Navy,#ffcc00,#000099,,,,
Gold\Coral,#ffcc00,#ff9966,,,,
Gold\Teal,#ffcc00,#009999,,,,
Gold\Brown,#ffcc00,#a8813d,,,,
Gold\White,#ffcc00,#ffffff,,,,
Gold\Black,#ffcc00,#000000,,,,
Gold\Grey,#ffcc00,#999999,,,,
Gold\Baby Blue,#ffcc00,#ccffff,,,,
Gold\Light Grey,#ffcc00,#cccccc,,,,
Gold\Light Green,#ffcc00,#99ff99,,,,
Gold\Rose Gold,#ffcc00,#ffcc99,,,,
Gold\Forest Green,#ffcc00,#336633,,,,
Gold\Beige,#ffcc00,#ffffcc,,,,
Gold\Hot Pink,#ffcc00,#ff66cc,,,,
Gold\Pale Yellow,#ffcc00,#ffff99,,,,
Gold\Maroon,#ffcc00,#990033,,,,
Gold\Red-Orange,#ffcc00,#cc3300,,,,
Gold\Light Grey,#ffcc00,#cccccc,,,,
Gold\Slate,#ffcc00,#333333,,,,
Lime\Red,#00ff00,#ff0000,,,,
Lime\Blue,#00ff00,#0000ff,,,,
Lime\Green,#00ff00,#009900,,,,
Lime\Orange,#00ff00,#ff9900,,,,
Lime\Yellow,#00ff00,#ffff00,,,,
Lime\Pink,#00ff00,#ffcccc,,,,
Lime\Purple,#00ff00,#990099,,,,
Lime\Violet,#00ff00,#9966ff,,,,
Lime\Turquoise,#00ff00,#00cccc,,,,
Lime\Gold,#00ff00,#ffcc00,,,,
Lime\Aqua,#00ff00,#00ffff,,,,
Lime\Navy,#00ff00,#000099,,,,
Lime\Coral,#00ff00,#ff9966,,,,
Lime\Teal,#00ff00,#009999,,,,
Lime\Brown,#00ff00,#a8813d,,,,
Lime\White,#00ff00,#ffffff,,,,
Lime\Black,#00ff00,#000000,,,,
Lime\Grey,#00ff00,#999999,,,,
Lime\Baby Blue,#00ff00,#ccffff,,,,
Lime\Light Grey,#00ff00,#cccccc,,,,
Lime\Light Green,#00ff00,#99ff99,,,,
Lime\Rose Gold,#00ff00,#ffcc99,,,,
Lime\Forest Green,#00ff00,#336633,,,,
Lime\Beige,#00ff00,#ffffcc,,,,
Lime\Hot Pink,#00ff00,#ff66cc,,,,
Lime\Pale Yellow,#00ff00,#ffff99,,,,
Lime\Maroon,#00ff00,#990033,,,,
Lime\Red-Orange,#00ff00,#cc3300,,,,
Lime\Light Grey,#00ff00,#cccccc,,,,
Lime\Slate,#00ff00,#333333,,,,
Aqua\Red,#00ffff,#ff0000,,,,
Aqua\Blue,#00ffff,#0000ff,,,,
Aqua\Green,#00ffff,#009900,,,,
Aqua\Orange,#00ffff,#ff9900,,,,
Aqua\Yellow,#00ffff,#ffff00,,,,
Aqua\Pink,#00ffff,#ffcccc,,,,
Aqua\Purple,#00ffff,#990099,,,,
Aqua\Violet,#00ffff,#9966ff,,,,
Aqua\Turquoise,#00ffff,#00cccc,,,,
Aqua\Gold,#00ffff,#ffcc00,,,,
Aqua\Lime,#00ffff,#00ff00,,,,
Aqua\Navy,#00ffff,#000099,,,,
Aqua\Coral,#00ffff,#ff9966,,,,
Aqua\Teal,#00ffff,#009999,,,,
Aqua\Brown,#00ffff,#a8813d,,,,
Aqua\White,#00ffff,#ffffff,,,,
Aqua\Black,#00ffff,#000000,,,,
Aqua\Grey,#00ffff,#999999,,,,
Aqua\Baby Blue,#00ffff,#ccffff,,,,
Aqua\Light Grey,#00ffff,#cccccc,,,,
Aqua\Light Green,#00ffff,#99ff99,,,,
Aqua\Rose Gold,#00ffff,#ffcc99,,,,
Aqua\Forest Green,#00ffff,#336633,,,,
Aqua\Beige,#00ffff,#ffffcc,,,,
Aqua\Hot Pink,#00ffff,#ff66cc,,,,
Aqua\Pale Yellow,#00ffff,#ffff99,,,,
Aqua\Maroon,#00ffff,#990033,,,,
Aqua\Red-Orange,#00ffff,#cc3300,,,,
Aqua\Light Grey,#00ffff,#cccccc,,,,
Aqua\Slate,#00ffff,#333333,,,,
Navy\Red,#000099,#ff0000,,,,
Navy\Blue,#000099,#0000ff,,,,
Navy\Green,#000099,#009900,,,,
Navy\Orange,#000099,#ff9900,,,,
Navy\Yellow,#000099,#ffff00,,,,
Navy\Pink,#000099,#ffcccc,,,,
Navy\Purple,#000099,#990099,,,,
Navy\Violet,#000099,#9966ff,,,,
Navy\Turquoise,#000099,#00cccc,,,,
Navy\Gold,#000099,#ffcc00,,,,
Navy\Lime,#000099,#00ff00,,,,
Navy\Aqua,#000099,#00ffff,,,,
Navy\Coral,#000099,#ff9966,,,,
Navy\Teal,#000099,#009999,,,,
Navy\Brown,#000099,#a8813d,,,,
Navy\White,#000099,#ffffff,,,,
Navy\Black,#000099,#000000,,,,
Navy\Grey,#000099,#999999,,,,
Navy\Baby Blue,#000099,#ccffff,,,,
Navy\Light Grey,#000099,#cccccc,,,,
Navy\Light Green,#000099,#99ff99,,,,
Navy\Rose Gold,#000099,#ffcc99,,,,
Navy\Forest Green,#000099,#336633,,,,
Navy\Beige,#000099,#ffffcc,,,,
Navy\Hot Pink,#000099,#ff66cc,,,,
Navy\Pale Yellow,#000099,#ffff99,,,,
Navy\Maroon,#000099,#990033,,,,
Navy\Red-Orange,#000099,#cc3300,,,,
Navy\Light Grey,#000099,#cccccc,,,,
Navy\Slate,#000099,#333333,,,,
Coral\Red,#ff9966,#ff0000,,,,
Coral\Blue,#ff9966,#0000ff,,,,
Coral\Green,#ff9966,#009900,,,,
Coral\Orange,#ff9966,#ff9900,,,,
Coral\Yellow,#ff9966,#ffff00,,,,
Coral\Pink,#ff9966,#ffcccc,,,,
Coral\Purple,#ff9966,#990099,,,,
Coral\Violet,#ff9966,#9966ff,,,,
Coral\Turquoise,#ff9966,#00cccc,,,,
Coral\Gold,#ff9966,#ffcc00,,,,
Coral\Lime,#ff9966,#00ff00,,,,
Coral\Aqua,#ff9966,#00ffff,,,,
Coral\Navy,#ff9966,#000099,,,,
Coral\Teal,#ff9966,#009999,,,,
Coral\Brown,#ff9966,#a8813d,,,,
Coral\White,#ff9966,#ffffff,,,,
Coral\Black,#ff9966,#000000,,,,
Coral\Grey,#ff9966,#999999,,,,
Coral\Baby Blue,#ff9966,#ccffff,,,,
Coral\Light Grey,#ff9966,#cccccc,,,,
Coral\Light Green,#ff9966,#99ff99,,,,
Coral\Rose Gold,#ff9966,#ffcc99,,,,
Coral\Forest Green,#ff9966,#336633,,,,
Coral\Beige,#ff9966,#ffffcc,,,,
Coral\Hot Pink,#ff9966,#ff66cc,,,,
Coral\Pale Yellow,#ff9966,#ffff99,,,,
Coral\Maroon,#ff9966,#990033,,,,
Coral\Red-Orange,#ff9966,#cc3300,,,,
Coral\Light Grey,#ff9966,#cccccc,,,,
Coral\Slate,#ff9966,#333333,,,,
Teal\Red,#009999,#ff0000,,,,
Teal\Blue,#009999,#0000ff,,,,
Teal\Green,#009999,#009900,,,,
Teal\Orange,#009999,#ff9900,,,,
Teal\Yellow,#009999,#ffff00,,,,
Teal\Pink,#009999,#ffcccc,,,,
Teal\Purple,#009999,#990099,,,,
Teal\Violet,#009999,#9966ff,,,,
Teal\Turquoise,#009999,#00cccc,,,,
Teal\Gold,#009999,#ffcc00,,,,
Teal\Lime,#009999,#00ff00,,,,
Teal\Aqua,#009999,#00ffff,,,,
Teal\Navy,#009999,#000099,,,,
Teal\Coral,#009999,#ff9966,,,,
Teal\Brown,#009999,#a8813d,,,,
Teal\White,#009999,#ffffff,,,,
Teal\Black,#009999,#000000,,,,
Teal\Grey,#009999,#999999,,,,
Teal\Baby Blue,#009999,#ccffff,,,,
Teal\Light Grey,#009999,#cccccc,,,,
Teal\Light Green,#009999,#99ff99,,,,
Teal\Rose Gold,#009999,#ffcc99,,,,
Teal\Forest Green,#009999,#336633,,,,
Teal\Beige,#009999,#ffffcc,,,,
Teal\Hot Pink,#009999,#ff66cc,,,,
Teal\Pale Yellow,#009999,#ffff99,,,,
Teal\Maroon,#009999,#990033,,,,
Teal\Red-Orange,#009999,#cc3300,,,,
Teal\Light Grey,#009999,#cccccc,,,,
Teal\Slate,#009999,#333333,,,,
Brown\Red,#a8813d,#ff0000,,,,
Brown\Blue,#a8813d,#0000ff,,,,
Brown\Green,#a8813d,#009900,,,,
Brown\Orange,#a8813d,#ff9900,,,,
Brown\Yellow,#a8813d,#ffff00,,,,
Brown\Pink,#a8813d,#ffcccc,,,,
Brown\Purple,#a8813d,#990099,,,,
Brown\Violet,#a8813d,#9966ff,,,,
Brown\Turquoise,#a8813d,#00cccc,,,,
Brown\Gold,#a8813d,#ffcc00,,,,
Brown\Lime,#a8813d,#00ff00,,,,
Brown\Aqua,#a8813d,#00ffff,,,,
Brown\Navy,#a8813d,#000099,,,,
Brown\Coral,#a8813d,#ff9966,,,,
Brown\Teal,#a8813d,#009999,,,,
Brown\White,#a8813d,#ffffff,,,,
Brown\Black,#a8813d,#000000,,,,
Brown\Grey,#a8813d,#999999,,,,
Brown\Baby Blue,#a8813d,#ccffff,,,,
Brown\Light Grey,#a8813d,#cccccc,,,,
Brown\Light Green,#a8813d,#99ff99,,,,
Brown\Rose Gold,#a8813d,#ffcc99,,,,
Brown\Forest Green,#a8813d,#336633,,,,
Brown\Beige,#a8813d,#ffffcc,,,,
Brown\Hot Pink,#a8813d,#ff66cc,,,,
Brown\Pale Yellow,#a8813d,#ffff99,,,,
Brown\Maroon,#a8813d,#990033,,,,
Brown\Red-Orange,#a8813d,#cc3300,,,,
Brown\Light Grey,#a8813d,#cccccc,,,,
Brown\Slate,#a8813d,#333333,,,,
White\Red,#ffffff,#ff0000,,,,
White\Blue,#ffffff,#0000ff,,,,
White\Green,#ffffff,#009900,,,,
White\Orange,#ffffff,#ff9900,,,,
White\Yellow,#ffffff,#ffff00,,,,
White\Pink,#ffffff,#ffcccc,,,,
White\Purple,#ffffff,#990099,,,,
White\Violet,#ffffff,#9966ff,,,,
White\Turquoise,#ffffff,#00cccc,,,,
White\Gold,#ffffff,#ffcc00,,,,
White\Lime,#ffffff,#00ff00,,,,
White\Aqua,#ffffff,#00ffff,,,,
White\Navy,#ffffff,#000099,,,,
White\Coral,#ffffff,#ff9966,,,,
White\Teal,#ffffff,#009999,,,,
White\Brown,#ffffff,#a8813d,,,,
White\Black,#ffffff,#000000,,,,
White\Grey,#ffffff,#999999,,,,
White\Baby Blue,#ffffff,#ccffff,,,,
White\Light Grey,#ffffff,#cccccc,,,,
White\Light Green,#ffffff,#99ff99,,,,
White\Rose Gold,#ffffff,#ffcc99,,,,
White\Forest Green,#ffffff,#336633,,,,
White\Beige,#ffffff,#ffffcc,,,,
White\Hot Pink,#ffffff,#ff66cc,,,,
White\Pale Yellow,#ffffff,#ffff99,,,,
White\Maroon,#ffffff,#990033,,,,
White\Red-Orange,#ffffff,#cc3300,,,,
White\Light Grey,#ffffff,#cccccc,,,,
White\Slate,#ffffff,#333333,,,,
Black\Red,#000000,#ff0000,,,,
Black\Blue,#000000,#0000ff,,,,
Black\Green,#000000,#009900,,,,
Black\Orange,#000000,#ff9900,,,,
Black\Yellow,#000000,#ffff00,,,,
Black\Pink,#000000,#ffcccc,,,,
Black\Purple,#000000,#990099,,,,
Black\Violet,#000000,#9966ff,,,,
Black\Turquoise,#000000,#00cccc,,,,
Black\Gold,#000000,#ffcc00,,,,
Black\Lime,#000000,#00ff00,,,,
Black\Aqua,#000000,#00ffff,,,,
Black\Navy,#000000,#000099,,,,
Black\Coral,#000000,#ff9966,,,,
Black\Teal,#000000,#009999,,,,
Black\Brown,#000000,#a8813d,,,,
Black\White,#000000,#ffffff,,,,
Black\Grey,#000000,#999999,,,,
Black\Baby Blue,#000000,#ccffff,,,,
Black\Light Grey,#000000,#cccccc,,,,
Black\Light Green,#000000,#99ff99,,,,
Black\Rose Gold,#000000,#ffcc99,,,,
Black\Forest Green,#000000,#336633,,,,
Black\Beige,#000000,#ffffcc,,,,
Black\Hot Pink,#000000,#ff66cc,,,,
Black\Pale Yellow,#000000,#ffff99,,,,
Black\Maroon,#000000,#990033,,,,
Black\Red-Orange,#000000,#cc3300,,,,
Black\Light Grey,#000000,#cccccc,,,,
Black\Slate,#000000,#333333,,,,
Grey\Red,#999999,#ff0000,,,,
Grey\Blue,#999999,#0000ff,,,,
Grey\Green,#999999,#009900,,,,
Grey\Orange,#999999,#ff9900,,,,
Grey\Yellow,#999999,#ffff00,,,,
Grey\Pink,#999999,#ffcccc,,,,
Grey\Purple,#999999,#990099,,,,
Grey\Violet,#999999,#9966ff,,,,
Grey\Turquoise,#999999,#00cccc,,,,
Grey\Gold,#999999,#ffcc00,,,,
Grey\Lime,#999999,#00ff00,,,,
Grey\Aqua,#999999,#00ffff,,,,
Grey\Navy,#999999,#000099,,,,
Grey\Coral,#999999,#ff9966,,,,
Grey\Teal,#999999,#009999,,,,
Grey\Brown,#999999,#a8813d,,,,
Grey\White,#999999,#ffffff,,,,
Grey\Black,#999999,#000000,,,,
Grey\Baby Blue,#999999,#ccffff,,,,
Grey\Light Grey,#999999,#cccccc,,,,
Grey\Light Green,#999999,#99ff99,,,,
Grey\Rose Gold,#999999,#ffcc99,,,,
Grey\Forest Green,#999999,#336633,,,,
Grey\Beige,#999999,#ffffcc,,,,
Grey\Hot Pink,#999999,#ff66cc,,,,
Grey\Pale Yellow,#999999,#ffff99,,,,
Grey\Maroon,#999999,#990033,,,,
Grey\Red-Orange,#999999,#cc3300,,,,
Grey\Light Grey,#999999,#cccccc,,,,
